region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,paint_color,class
3,5495,2005,34,2618,4,5,2,147000,5,3,1,6,10,3.0
3,4995,2008,36,3249,4,5,2,159000,5,3,3,3,0,3.0
3,18500,2016,5,2834,4,5,2,25861,5,3,1,8,0,2.0
3,3500,1998,6,2851,4,6,2,214000,5,3,3,10,1,3.0
3,3200,1997,10,350,2,6,2,184300,5,3,3,10,3,3.0
3,7999,2010,13,2188,5,5,2,107876,5,3,1,5,5,2.0
3,13300,2011,33,1813,4,5,2,92524,5,3,3,4,1,3.0
3,14295,2013,35,2993,4,5,0,105300,5,3,3,8,1,3.0
3,10295,2002,30,1376,4,5,2,49765,5,3,1,7,1,1.0
3,12695,2009,6,2678,4,5,2,126178,5,3,1,7,10,1.0
3,10795,2014,27,2126,4,5,2,93729,5,3,3,3,8,2.0
3,2299,2007,6,1804,3,5,2,230650,3,3,1,4,5,3.0
3,10795,2015,18,2199,4,5,2,68733,5,3,3,4,8,3.0
3,14295,2013,34,2405,4,5,2,80917,5,3,3,3,10,3.0
3,8200,1999,3,193,4,5,2,166407,5,2,2,4,9,3.0
3,20000,2017,16,3258,4,5,2,54661,5,3,3,4,0,2.0
3,16388,2015,3,143,4,5,2,34856,5,3,2,8,0,2.0
3,32500,2016,8,831,5,6,2,6200,4,3,2,8,8,1.0
3,1500,1998,6,706,3,5,2,102596,5,3,2,7,8,2.0
3,2500,2009,10,1563,3,3,2,151421,5,2,1,12,0,2.0
3,9250,2004,10,1409,4,6,0,159000,5,3,3,7,0,2.0
3,2800,2004,10,1376,3,6,2,181000,5,3,2,10,2,2.0
3,3800,1999,30,13,3,6,2,137000,5,3,3,10,4,3.0
3,21995,2015,30,12,4,5,2,61000,5,3,3,8,10,1.0
3,16500,2016,18,2199,4,5,2,47434,5,3,3,4,0,1.0
3,7800,2012,33,1934,4,3,2,120672,5,3,3,4,3,3.0
3,5786,2009,35,1856,4,5,2,104992,5,3,1,4,10,1.0
3,4195,1998,10,2388,3,5,2,153474,5,3,3,7,4,2.0
3,2993,2005,28,1679,4,5,2,166701,5,3,1,4,10,2.0
3,5495,2012,34,3289,4,5,2,143477,5,3,1,2,1,1.0
3,11995,2015,21,2103,4,5,2,167487,5,3,3,8,0,2.0
3,4992,2008,25,943,4,5,2,138053,5,3,1,2,10,3.0
3,2200,2011,8,2172,2,5,2,146000,5,3,3,8,9,3.0
3,23750,2014,17,3191,3,5,2,72579,5,3,3,8,6,2.0
3,4850,2002,3,143,4,5,2,78000,5,3,3,12,10,3.0
3,15500,2013,20,1256,4,5,2,57524,5,3,1,4,0,1.0
3,9599,2013,10,1276,4,3,2,47931,5,3,3,8,10,2.0
3,20000,2017,2,487,4,5,2,23059,5,3,3,4,10,1.0
3,8600,2012,10,1276,4,5,4,92924,5,3,3,8,9,3.0
3,4999,2008,27,571,4,3,2,171722,5,3,1,4,1,1.0
3,19900,2016,3,108,4,5,2,46512,5,3,3,13,10,3.0
3,2400,2004,10,443,3,3,2,171678,5,3,1,2,5,2.0
3,7999,2009,34,2405,4,3,2,104769,5,3,3,8,10,2.0
3,10900,2015,27,571,4,3,2,38803,5,3,1,4,10,2.0
3,7999,2014,27,3139,4,3,2,81370,5,3,1,4,10,2.0
3,19000,2017,2,487,4,5,2,33404,5,3,3,4,9,2.0
3,22995,2012,2,514,4,5,2,40479,5,3,3,4,9,1.0
3,23900,2007,11,2623,4,5,0,172261,5,3,3,8,10,3.0
3,33900,2016,10,1400,4,5,2,30585,5,3,3,8,10,1.0
3,1500,2001,10,1395,1,6,2,227308,2,3,3,10,0,2.0
3,15088,2019,35,1856,4,5,2,36152,5,3,1,8,1,2.0
3,29988,2013,34,2613,4,5,2,43159,5,3,3,8,10,2.0
3,4300,2010,27,571,3,3,2,101770,5,3,3,12,0,2.0
3,3900,2003,10,1376,3,6,2,101770,5,3,3,7,11,1.0
3,6999,2009,10,2150,4,5,2,107210,5,3,1,12,0,2.0
3,1925,2001,30,225,3,6,2,86568,5,3,2,6,10,1.0
3,23995,2015,10,1376,4,5,2,69000,5,3,3,8,10,2.0
3,12500,2012,10,1461,4,6,4,164040,5,3,3,7,10,2.0
3,17250,2015,7,166,4,5,2,33080,5,3,3,4,10,2.0
3,31000,2018,6,915,4,5,0,26500,5,3,3,10,10,3.0
3,13000,2008,10,2139,4,5,2,63431,5,3,3,12,9,2.0
3,8699,2014,7,3001,5,5,2,126587,5,3,1,6,1,2.0
3,17500,2017,34,769,4,5,2,32941,5,3,1,4,10,1.0
3,8000,2012,27,2453,4,5,2,66740,5,3,1,3,9,2.0
3,2500,2005,34,2608,4,5,2,206000,5,3,1,5,9,2.0
3,17995,2011,34,2877,4,5,2,114014,5,3,3,10,0,1.0
3,2795,2005,20,1265,4,5,2,226000,5,3,1,4,10,2.0
3,1995,2008,6,3105,3,5,2,190000,5,3,1,5,10,2.0
3,22500,2014,3,215,4,5,2,50219,5,3,3,8,10,1.0
3,18500,2017,34,2405,4,5,2,51640,5,3,3,3,10,3.0
3,12500,2014,8,825,4,5,2,101770,5,3,2,4,8,3.0
3,20000,1997,10,1415,3,6,0,195000,5,3,3,7,0,2.0
3,3500,2010,6,911,3,3,2,101770,3,3,1,8,10,1.0
3,3500,2006,13,544,4,5,2,200000,2,2,1,12,0,2.0
3,22500,2007,6,965,4,6,2,101770,5,3,2,12,1,3.0
3,5850,2005,6,2680,3,6,2,105600,5,3,2,10,10,3.0
3,11350,2016,22,2057,4,5,2,92195,5,3,3,4,8,2.0
3,9995,2005,6,2851,4,6,2,116851,5,3,3,8,0,2.0
3,25000,2011,17,3192,3,5,2,58800,4,3,3,8,9,2.0
3,20490,2014,27,598,4,5,2,95607,5,3,3,3,0,2.0
3,5500,2013,10,1559,4,3,2,109,5,2,1,4,9,2.0
3,20000,2016,34,628,4,5,2,28755,5,3,1,4,10,2.0
3,14400,2010,2,2367,4,5,0,73231,5,3,3,8,0,3.0
3,8999,2008,6,2678,4,5,2,126090,5,3,1,7,10,2.0
3,11990,2018,35,1856,4,5,2,41846,5,3,1,4,0,2.0
3,12300,2015,13,533,4,5,2,57927,5,3,3,12,0,2.0
3,11990,2013,10,1180,4,5,2,88715,5,3,3,8,10,3.0
3,15500,2013,20,1256,4,5,2,57524,5,3,1,4,0,2.0
3,17995,2014,10,1376,4,6,2,111416,5,3,3,10,0,2.0
3,12490,2016,22,2057,4,5,2,38903,5,3,3,4,1,3.0
3,5500,2009,33,1820,4,3,2,135332,5,3,3,2,10,1.0
3,19700,2014,23,1694,4,5,2,96400,5,3,3,8,0,1.0
3,2400,2009,28,1677,4,5,2,146000,5,3,3,12,10,3.0
3,2900,2005,6,3016,3,5,2,186000,5,3,3,8,0,1.0
3,13888,2004,6,2700,4,5,2,120348,5,3,3,8,0,2.0
3,3100,2006,10,2576,3,3,2,131537,5,3,1,2,1,2.0
3,3600,2011,17,929,3,3,2,157000,4,3,3,8,0,2.0
3,13995,2013,0,2419,5,5,2,70250,5,3,3,8,9,1.0
3,9477,2010,14,1687,4,5,2,71620,5,3,3,4,0,1.0
3,8500,2008,34,3077,4,5,2,191000,5,3,2,10,1,3.0
3,18550,2013,11,2623,4,5,2,78769,5,3,3,7,10,3.0
3,25995,2015,6,2916,4,6,2,97806,5,3,3,8,9,3.0
3,18450,2015,8,1113,4,5,4,94628,5,3,3,8,10,2.0
3,2300,1999,22,2086,2,3,2,101770,5,2,2,13,1,2.0
3,6477,2012,27,571,4,5,2,87785,5,3,1,4,9,3.0
3,18000,2016,23,709,4,5,2,43052,5,3,3,4,8,2.0
3,17500,2010,5,1267,4,5,2,108809,5,3,3,8,8,2.0
3,9490,2014,13,861,4,5,2,88293,5,3,3,4,2,2.0
3,13000,2008,10,2139,4,5,2,63431,5,3,3,12,9,1.0
3,11350,2014,10,1328,4,5,2,105255,5,3,3,8,1,3.0
3,3500,2009,18,2200,4,5,2,192000,5,3,1,4,0,3.0
3,4300,2011,34,957,4,3,2,101770,5,3,3,8,8,3.0
3,5695,2004,20,2483,4,5,2,152400,5,3,3,8,9,2.0
3,8477,2015,27,571,4,5,2,111040,5,3,1,4,9,3.0
3,8195,2012,34,2336,4,3,3,130400,5,3,1,2,9,3.0
3,16795,2008,10,1400,4,5,0,150260,5,3,3,7,8,1.0
3,20000,2016,23,709,4,5,2,21096,5,3,3,4,8,3.0
3,14995,2013,30,12,4,5,2,145585,5,3,3,7,10,2.0
3,8300,2011,27,2460,4,5,2,103000,5,3,3,8,10,2.0
3,27650,2016,30,12,4,5,2,85762,5,3,3,7,10,3.0
3,25495,2012,10,1427,4,5,0,199178,5,3,3,7,10,2.0
3,10000,2014,17,841,4,5,2,88398,5,3,1,8,10,2.0
3,7749,2008,15,2018,4,5,2,117634,5,3,3,4,0,3.0
3,7990,2010,27,2135,4,5,2,119623,5,3,3,8,0,3.0
3,16995,2009,17,3164,4,5,2,110064,5,3,3,8,9,3.0
3,5995,2005,8,1376,4,5,2,119000,5,3,3,8,10,1.0
3,13999,2014,10,1328,4,5,2,90970,5,3,3,8,0,2.0
3,16477,2010,10,1376,4,5,4,112000,5,3,3,7,10,3.0
3,16999,2011,5,1267,4,5,4,112530,5,3,3,8,0,3.0
3,9999,2013,7,166,4,5,2,107160,5,3,2,4,0,3.0
3,6999,2014,14,1197,4,5,2,95700,5,3,3,4,10,1.0
3,17999,2012,30,1376,4,5,2,102125,5,3,3,7,1,1.0
3,6999,2015,35,2249,4,5,2,83690,5,3,3,4,1,2.0
3,6999,2009,4,1216,4,5,2,108720,5,3,1,8,9,2.0
3,9999,2014,33,2207,4,5,2,143120,5,3,3,3,10,2.0
3,11477,2007,34,3077,4,5,2,149000,5,3,3,7,1,2.0
3,10999,2008,5,1267,4,5,2,151550,5,3,3,8,0,2.0
3,1800,2007,32,1841,3,3,2,117000,5,3,1,4,8,2.0
3,8600,2013,35,1879,3,3,0,99000,5,3,1,3,10,2.0
3,15999,2015,30,22,4,5,4,94281,5,3,3,7,10,2.0
3,4700,1997,16,3265,4,5,2,87000,5,3,2,4,0,2.0
3,5297,2006,13,861,4,5,2,106057,5,3,3,4,10,3.0
3,8597,2010,13,2301,4,5,2,137357,5,3,3,8,0,3.0
3,9000,2004,20,1763,4,5,2,120789,5,3,3,8,10,1.0
3,5977,2009,6,2025,4,5,2,89042,5,3,3,4,9,3.0
3,22990,2005,6,965,4,5,2,27327,5,2,3,13,9,2.0
3,5499,2008,13,554,4,3,2,137500,5,3,1,4,3,1.0
3,10995,2005,6,2717,4,6,2,151624,5,3,3,10,10,1.0
3,10990,2014,8,825,4,5,4,124974,5,3,2,4,10,2.0
3,12797,2015,10,1328,4,5,2,135357,5,3,3,8,9,2.0
3,6997,2010,35,2956,4,5,2,108157,5,3,3,8,9,3.0
3,8797,2010,34,1776,4,5,2,164157,5,3,1,3,0,3.0
3,33900,2011,6,2678,4,5,0,65041,5,3,3,8,10,2.0
3,25990,2014,20,1997,4,5,2,109455,5,3,3,4,0,2.0
3,15400,2015,21,2099,4,5,2,61976,5,3,3,8,7,2.0
3,17995,2013,6,2717,4,5,2,130000,5,3,3,8,10,3.0
3,6000,2006,10,1794,4,5,2,101770,5,3,3,8,11,3.0
3,5865,2012,27,2453,4,3,2,101770,5,3,3,8,10,1.0
3,5565,2007,27,2126,4,5,2,101770,5,3,3,8,0,1.0
3,6865,2009,11,521,4,5,2,107000,5,3,3,8,8,3.0
3,5965,2006,0,2072,4,5,2,101770,5,3,3,8,0,3.0
3,6565,2013,33,1578,4,3,2,101770,5,3,3,8,0,2.0
3,15000,2008,33,1813,4,5,2,107159,5,2,3,2,10,2.0
3,8465,2010,11,521,4,5,2,85000,5,3,3,8,8,1.0
3,8465,2015,27,2459,4,3,2,91000,5,3,3,8,8,2.0
3,6465,2012,10,1376,3,5,2,101770,5,3,2,7,10,3.0
3,5965,2008,14,2546,4,5,2,107000,5,3,1,8,9,1.0
3,4965,2010,18,1607,4,3,2,101770,5,3,1,12,5,1.0
3,10000,2014,34,957,4,5,2,87114,5,3,1,4,10,3.0
3,3965,2002,10,1308,3,6,2,101770,5,3,2,8,1,2.0
3,5465,2011,21,2106,4,5,2,101770,5,3,3,4,9,3.0
3,5865,2008,13,861,4,3,2,101770,5,3,1,4,10,1.0
3,5865,2003,30,12,4,6,2,124000,5,3,2,7,9,2.0
3,6765,2014,18,1602,4,3,2,93000,5,3,1,4,8,2.0
3,11465,2010,17,3164,4,5,2,101770,5,3,3,8,4,3.0
3,5465,2007,34,769,4,3,2,101770,5,3,1,4,9,3.0
3,7665,2012,10,3031,4,3,2,103000,5,3,1,5,10,3.0
3,4465,2008,14,1197,4,3,2,101770,5,3,1,4,5,3.0
3,6765,2013,14,1197,4,3,2,101770,5,3,1,4,9,2.0
3,6265,2012,6,1804,4,5,2,101770,5,3,1,4,9,2.0
3,5565,2008,7,166,4,5,2,101770,5,3,2,4,10,2.0
3,4965,2010,8,633,4,3,2,101770,5,3,1,4,0,2.0
3,6265,2010,34,957,4,3,2,101770,5,3,1,4,9,2.0
3,7965,2005,11,3296,4,6,2,101770,5,3,3,8,10,3.0
3,11995,2016,22,2057,4,5,2,51933,5,3,3,4,10,2.0
3,3865,2006,27,2585,4,3,2,101770,5,3,1,4,9,2.0
3,7965,2012,8,1113,4,5,2,101770,5,3,3,8,9,3.0
3,6464,2010,10,442,4,3,2,101770,5,3,1,2,1,3.0
3,11465,2007,10,1376,4,6,2,75000,5,3,3,7,8,2.0
3,7000,2008,14,2546,4,5,2,118352,5,3,3,3,1,1.0
3,3995,2008,10,1297,3,3,2,165000,5,3,3,8,5,3.0
3,22990,2014,20,1997,4,5,2,123368,5,3,3,4,0,2.0
3,15495,2011,34,2877,4,5,2,127671,5,3,3,7,9,2.0
3,3000,2006,22,315,4,4,2,101770,5,3,3,8,8,2.0
3,18500,2016,20,1256,4,5,2,41204,5,3,1,4,9,2.0
3,13999,2008,6,2728,4,6,0,218603,5,3,3,7,10,3.0
3,6995,2014,35,1856,4,3,2,91907,5,3,1,4,8,3.0
3,23495,2011,10,1415,4,5,0,167645,5,3,3,7,10,2.0
3,5990,2008,13,876,4,3,2,89224,5,3,1,4,2,2.0
3,7975,2002,6,2712,3,6,2,189000,5,3,3,7,5,2.0
3,34995,2013,10,1510,4,5,0,122000,5,3,3,8,10,3.0
3,10000,2011,23,2009,4,5,2,115309,5,3,3,8,9,3.0
3,8995,2005,34,3098,3,6,2,172000,5,3,3,7,8,2.0
3,3495,2008,22,142,3,3,2,126000,3,2,1,4,8,3.0
3,6995,2007,20,2484,3,5,2,169770,5,3,3,8,4,1.0
3,6975,2008,15,1307,3,5,2,115234,5,3,3,4,10,1.0
3,10475,2005,10,1489,3,6,0,191217,5,3,3,10,3,3.0
3,8995,2012,23,709,4,5,2,99568,5,3,3,12,8,2.0
3,3995,2009,6,1808,3,5,2,177000,5,3,1,4,9,3.0
3,3795,2003,0,2451,3,5,2,101770,5,3,1,8,10,1.0
3,2795,2005,20,1265,4,5,2,226000,5,3,1,4,10,3.0
3,7990,2007,13,1022,4,3,2,118250,5,3,3,8,1,3.0
3,18888,2016,18,2199,4,5,2,24116,5,3,1,8,10,3.0
3,15700,2017,34,769,4,5,2,7384,5,3,1,4,10,2.0
3,7800,2011,35,1759,3,5,2,101770,5,3,3,8,10,2.0
3,3550,2001,6,2851,4,6,2,101770,5,3,3,8,10,3.0
3,3200,2007,8,1080,3,5,2,203000,5,3,2,7,10,2.0
3,9999,2011,34,2606,4,5,2,149877,5,3,1,1,9,2.0
3,7999,2012,35,1856,4,3,2,108630,5,2,1,4,10,2.0
3,4500,2004,10,1311,4,6,2,114600,5,3,3,8,8,3.0
3,8999,2006,34,3089,4,6,2,145886,5,3,3,7,1,2.0
3,4500,2009,10,460,4,3,2,132585,5,2,1,1,7,2.0
3,4500,2007,17,1735,3,6,2,176672,5,3,3,8,10,2.0
3,2400,2005,10,2937,4,3,2,162141,5,3,1,4,10,2.0
3,2499,2008,6,3105,3,5,2,190000,5,3,1,5,10,2.0
3,2795,2005,20,1265,4,5,2,226000,5,3,1,4,10,3.0
3,12995,2013,11,521,4,5,2,113199,5,3,3,8,10,2.0
3,3500,1998,6,2851,4,6,2,214000,5,3,3,10,1,2.0
3,10000,2014,34,957,4,5,2,87114,5,3,1,4,10,2.0
3,6477,2012,6,1004,4,5,2,75617,5,3,3,4,1,2.0
3,13500,2014,36,3245,4,5,2,105725,5,3,3,8,1,3.0
3,13000,2008,10,2139,4,5,2,63431,5,3,3,12,9,2.0
3,7995,2006,10,2388,4,5,2,73733,5,3,2,10,8,2.0
3,8900,2013,21,2102,4,5,2,112284,5,3,3,8,10,2.0
3,20900,2013,10,1400,4,5,2,165568,5,3,3,8,10,1.0
3,2400,2008,6,914,4,3,2,166728,5,3,1,4,9,3.0
3,20000,2016,20,1256,4,5,2,26359,5,3,1,4,0,3.0
3,3750,2002,6,1376,3,5,2,152115,5,3,3,8,4,3.0
3,2200,2006,10,1638,3,5,2,101770,5,3,1,4,4,2.0
3,20995,2010,10,1433,4,5,2,150000,5,3,3,8,10,2.0
3,1500,1998,34,957,3,3,2,101770,5,3,1,8,9,2.0
3,8695,2007,34,2600,4,6,2,188000,5,3,3,8,10,2.0
3,4295,2003,11,1376,4,6,2,199000,5,3,3,8,10,2.0
3,5995,2007,7,606,4,6,2,182000,5,3,3,8,0,1.0
3,6495,2003,10,2156,4,5,2,20915,5,3,2,12,8,3.0
3,1800,2001,13,861,3,3,2,148000,5,3,1,12,1,3.0
3,5990,2009,27,582,4,5,2,118713,5,3,1,4,1,1.0
3,17995,2013,10,1433,4,5,2,104000,5,3,3,8,10,2.0
3,25995,2007,30,223,4,5,0,130000,5,2,3,8,10,2.0
3,6995,2004,10,373,4,6,2,177700,5,2,3,8,10,2.0
3,4295,2001,11,1376,4,6,2,210000,5,3,2,8,10,2.0
3,13995,2009,17,3164,4,5,2,108247,5,2,3,8,0,3.0
3,8000,1998,17,3164,3,5,2,148000,5,2,3,8,0,1.0
3,4250,2000,34,628,4,5,2,205440,5,3,1,4,2,3.0
3,5477,2007,5,1029,4,5,2,101565,5,3,3,4,5,2.0
3,16750,2012,20,2480,4,5,2,59145,5,3,3,3,10,2.0
3,12500,2017,34,957,4,5,2,26569,5,3,1,4,0,2.0
3,13000,2016,34,957,4,5,2,19100,5,3,1,4,10,2.0
3,10995,2007,6,2916,4,6,2,154056,5,3,3,8,10,2.0
3,14400,2012,13,2301,4,5,2,84309,5,3,3,8,10,2.0
3,17188,2017,22,2057,4,5,2,41896,5,3,1,8,1,2.0
3,3900,2000,8,1076,4,5,2,165000,5,3,2,10,1,2.0
3,14888,2017,27,2453,4,5,2,46213,5,3,3,8,8,2.0
3,8700,2005,10,1441,5,6,2,128764,5,3,3,10,0,3.0
3,31500,2019,35,611,6,3,2,4578,4,3,1,8,0,2.0
3,4200,2009,8,747,4,3,2,98912,5,3,1,2,0,2.0
3,3000,1998,3,3317,2,3,2,139487,5,2,3,13,1,2.0
3,20995,2013,33,1830,4,3,2,87224,5,2,3,4,0,3.0
3,2700,2008,10,1563,3,3,2,140000,5,2,1,12,0,3.0
3,12000,2015,6,1241,4,5,2,51455,5,3,1,8,0,3.0
3,16500,2016,18,2199,4,5,2,47434,5,3,3,4,0,1.0
3,2500,2005,34,2608,4,5,2,206000,5,3,1,5,9,3.0
3,19700,2016,5,612,4,5,2,39987,5,3,3,12,0,1.0
3,19700,2016,5,612,4,5,2,39987,5,3,3,12,0,3.0
3,13995,2013,16,3263,4,5,2,122303,5,3,3,4,10,3.0
3,8295,2010,33,1591,4,3,2,82661,5,2,3,3,9,1.0
3,13000,2011,36,3242,4,5,2,67954,5,3,3,8,10,1.0
3,3997,2006,4,1918,4,5,2,116000,5,3,1,4,10,2.0
3,4690,2000,34,772,5,5,2,91201,5,3,1,4,10,2.0
3,3000,2003,10,387,4,6,0,189410,5,3,2,8,11,2.0
3,24388,2016,5,1029,4,5,2,35671,5,3,3,8,1,3.0
3,23988,2019,7,2244,4,5,2,28482,5,3,1,8,10,2.0
3,4500,2001,17,1730,3,5,2,101770,5,3,3,8,2,3.0
3,3800,2003,10,2928,4,5,2,101770,5,3,1,4,1,2.0
3,2800,2003,13,1208,4,3,2,240000,5,3,3,8,6,2.0
3,4200,2005,13,550,4,5,2,111234,5,3,1,4,5,3.0
3,12995,2012,10,1140,4,6,2,98830,5,3,2,6,10,3.0
3,12000,2014,10,1540,3,3,2,65000,5,2,1,2,1,3.0
3,2900,2003,34,2324,4,3,3,96598,5,3,2,4,9,3.0
3,7499,2003,10,1485,3,6,0,29300,5,2,3,7,8,1.0
3,16750,2014,13,2301,4,5,2,80303,5,3,3,8,0,2.0
3,11999,2013,10,1328,4,5,2,158683,5,3,3,8,9,2.0
3,7999,2008,5,1267,4,6,2,204372,5,3,3,8,3,3.0
3,6999,2008,0,2072,4,5,2,150422,5,3,3,8,10,3.0
3,15200,2017,34,769,4,5,2,13009,5,3,1,4,10,3.0
3,2800,2006,11,3296,2,6,2,163884,5,3,3,8,5,2.0
3,3100,2004,3,184,4,5,2,130145,5,3,3,4,1,2.0
3,9999,2009,10,1147,4,6,2,126426,5,3,2,1,10,2.0
3,8000,2009,10,1311,4,5,4,145783,5,3,3,8,0,2.0
3,2200,2004,7,2351,4,3,2,97355,5,2,1,3,10,3.0
3,1500,2000,10,2388,2,5,2,101770,5,2,2,7,8,3.0
3,10900,2011,10,2388,4,5,2,173743,5,3,3,8,10,3.0
3,4996,2001,7,2349,4,5,2,76645,5,3,3,8,10,3.0
3,35900,2015,10,1400,4,5,0,28746,5,3,3,8,10,2.0
3,2100,2002,35,2169,4,3,2,141840,5,3,1,2,8,1.0
3,13000,2008,10,2139,4,5,2,63431,5,3,3,12,9,2.0
3,15995,2012,23,2502,4,6,2,114871,5,3,3,4,0,3.0
3,3995,2012,27,3139,3,3,2,107150,5,3,1,4,10,3.0
3,3995,2013,14,528,3,3,2,125120,5,3,1,2,8,3.0
3,3490,2009,10,1638,3,5,2,143250,5,3,1,4,5,3.0
3,2995,2009,6,2025,3,3,2,118150,5,3,1,4,1,3.0
3,4795,2010,18,1602,3,3,2,48950,5,3,1,4,0,2.0
3,18750,2014,0,2072,4,5,2,71302,5,3,3,8,10,3.0
3,2500,2005,14,1204,3,3,2,217000,5,2,1,2,8,3.0
3,12777,2017,27,571,4,3,2,64431,5,3,1,4,10,1.0
3,5477,2012,10,1559,4,3,2,100118,5,3,1,4,10,1.0
3,2997,2002,11,2623,3,6,2,227000,5,3,3,7,5,3.0
3,3150,2004,6,2916,3,6,2,207300,5,3,3,8,1,3.0
3,13998,2017,33,1934,4,5,2,41627,5,3,3,8,10,1.0
3,3900,2007,6,912,4,3,2,101770,5,3,1,4,0,3.0
3,16500,2016,18,2199,4,5,2,47434,5,3,3,4,0,1.0
3,8395,2008,20,2497,4,5,2,132450,5,3,3,8,8,2.0
3,10995,2010,20,2487,4,5,2,123000,5,3,3,8,9,2.0
3,13995,2013,0,2419,5,5,2,70250,5,3,3,8,9,3.0
3,5695,2004,20,2483,4,5,2,152400,5,3,3,8,9,3.0
3,4120,2010,10,67,3,5,2,187006,5,3,3,8,0,3.0
3,15450,2014,13,533,4,5,2,45665,5,3,3,12,0,2.0
3,19500,2016,23,709,4,5,2,22320,5,3,3,4,10,1.0
3,22000,2015,10,1311,4,5,2,73000,5,3,3,8,10,3.0
3,10000,2014,34,957,4,5,2,87114,5,3,1,4,10,2.0
3,11990,2008,10,2139,4,5,2,89963,5,2,3,12,9,3.0
3,3499,2003,24,2121,3,6,2,184341,5,3,3,8,1,3.0
3,12250,2013,34,2405,4,5,2,125420,5,3,1,3,9,3.0
3,6500,2009,10,1800,4,3,2,92500,5,3,1,4,5,2.0
3,19500,2016,23,709,4,5,2,17429,5,3,3,4,9,3.0
3,13995,2016,34,769,5,3,2,47250,5,3,1,4,9,3.0
3,13995,2014,6,1376,4,5,2,33000,5,3,1,8,10,3.0
3,23750,2014,34,3077,4,5,2,112099,5,3,3,7,10,3.0
3,19000,2016,23,709,4,5,2,27625,5,3,3,4,9,3.0
3,19970,2016,10,1180,4,5,2,44899,5,3,1,8,6,3.0
3,2800,2006,7,3009,4,5,2,198000,5,3,1,5,1,3.0
3,2500,2001,33,2207,3,3,2,188500,5,3,2,3,4,1.0
3,3499,1998,33,3102,4,3,2,66000,5,3,3,3,1,1.0
3,3200,2006,27,2585,4,3,2,101770,5,3,3,8,11,1.0
3,5999,2006,0,2476,4,3,2,166025,5,2,1,1,5,2.0
3,18950,2013,15,1910,4,5,2,54635,5,3,3,3,9,3.0
3,8350,2014,17,929,4,5,2,85829,5,2,1,2,8,3.0
3,8500,2010,3,200,3,5,2,83900,5,2,3,12,9,1.0
3,5977,2008,13,533,4,5,2,135723,5,3,3,12,0,2.0
3,19250,2016,23,709,4,5,2,21004,5,3,3,4,1,2.0
3,4377,2007,3,3212,4,5,2,150714,5,3,3,8,1,2.0
3,12777,2011,10,1315,4,6,4,115946,5,3,3,8,0,1.0
3,15695,2013,3,215,4,5,2,92307,5,3,3,4,9,2.0
3,2100,2008,24,2092,3,3,2,232870,5,3,1,4,2,1.0
3,18700,2016,23,709,4,5,2,24059,5,3,3,4,10,2.0
3,9950,2013,17,929,4,5,2,66452,5,3,1,2,0,2.0
3,14888,2018,34,957,4,5,2,23858,5,3,1,8,8,2.0
3,5699,2011,27,2453,4,3,2,135665,5,3,3,8,10,2.0
3,9600,2007,11,3293,4,6,3,140902,5,3,3,8,10,3.0
3,18500,2016,23,709,4,5,2,37404,5,3,3,4,0,2.0
3,18490,2017,8,825,4,5,2,59896,5,3,3,4,0,1.0
3,20995,2014,10,1400,4,5,2,102341,5,3,3,7,10,2.0
3,8000,2009,10,1311,4,5,4,145783,5,3,3,8,0,2.0
3,12995,2002,20,2568,4,6,2,68115,5,3,2,13,0,2.0
3,15495,2010,10,1376,4,5,2,93538,5,3,3,7,0,2.0
3,32250,2017,13,2301,4,5,2,49541,5,3,3,8,10,3.0
3,27695,2017,6,2851,4,5,2,96953,5,3,1,8,10,2.0
3,4990,2003,2,495,4,5,2,106655,5,3,3,4,0,1.0
3,13000,2008,10,2139,4,5,2,63431,5,3,3,12,9,2.0
3,3100,2011,18,2804,4,3,2,142302,5,2,1,8,9,2.0
3,2999,2000,32,2750,4,3,2,99749,5,3,1,4,4,1.0
3,4250,2006,17,926,3,5,2,188056,5,3,3,8,0,1.0
3,4997,2005,24,1748,5,6,2,65000,5,3,2,4,2,2.0
3,16250,2016,7,166,4,5,2,69266,5,3,3,4,9,1.0
3,2800,2008,7,2581,4,5,2,93549,5,3,1,13,1,2.0
3,5865,2012,27,2453,4,3,2,101770,5,3,3,8,10,1.0
3,5565,2007,27,2126,4,5,2,101770,5,3,3,8,0,2.0
3,6865,2009,11,521,4,5,2,101770,5,3,3,8,8,1.0
3,6365,2006,0,2072,4,5,2,101770,5,3,3,8,0,2.0
3,6965,2013,33,1578,4,3,2,101770,5,3,3,8,0,2.0
3,8665,2010,11,521,4,5,2,85000,5,3,3,8,8,2.0
3,8465,2015,27,2459,4,3,2,91000,5,3,3,8,8,3.0
3,6465,2012,10,1376,4,5,2,101770,5,3,2,7,10,2.0
3,5965,2008,14,2546,4,5,2,107000,5,3,1,8,9,2.0
3,4965,2010,18,1607,4,3,2,101770,5,3,1,12,9,1.0
3,29495,2010,20,2007,4,5,2,74232,5,3,3,3,10,3.0
3,9250,2016,10,1559,4,5,4,55612,5,3,3,4,9,2.0
3,4465,2002,10,1308,3,6,2,101770,5,3,2,8,1,2.0
3,5465,2011,21,2106,4,5,2,101770,5,3,3,4,9,2.0
3,5865,2008,13,861,4,3,2,101770,5,3,1,4,10,1.0
