region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,paint_color,class
3,2500,1997,18,1865,4,5,2,99164,6,3,3,4,10,2.0
3,10990,2014,9,906,4,5,4,124974,6,3,2,4,10,2.0
3,12797,2015,11,1435,4,5,2,135357,6,3,3,8,9,2.0
3,6997,2010,37,3181,4,5,2,108157,6,3,3,8,9,2.0
3,8797,2010,36,1916,4,5,2,164157,6,3,1,3,0,2.0
3,0,2014,37,2419,4,5,2,90862,6,3,3,4,10,3.0
3,33900,2011,7,2873,4,5,0,65041,6,3,3,4,10,2.0
3,0,2011,11,1649,4,5,0,0,6,1,3,1,10,2.0
3,25990,2014,21,2148,4,5,2,109455,6,3,3,4,0,2.0
3,15400,2015,22,2258,4,5,2,61976,6,3,3,8,7,2.0
3,850,1999,11,480,3,5,2,96006,6,3,1,4,10,2.0
3,0,2012,11,2302,4,5,2,53009,6,2,2,12,10,3.0
3,17995,2013,7,2917,4,5,2,130000,6,3,3,4,10,2.0
3,6000,2006,11,1934,4,5,2,99164,6,3,3,4,11,3.0
3,5865,2012,28,2635,4,3,2,99164,6,3,3,8,10,3.0
3,5565,2007,28,2288,4,5,2,99164,6,3,3,8,0,2.0
3,6865,2009,12,596,4,5,2,107000,6,3,3,8,8,1.0
3,5965,2006,0,2231,4,5,2,99164,6,3,3,8,0,1.0
3,6565,2013,34,1702,4,3,2,99164,6,3,3,8,0,2.0
3,15000,2008,34,1955,4,5,2,107159,6,2,3,2,10,1.0
3,8465,2010,12,596,4,5,2,85000,6,3,3,8,8,2.0
3,8465,2015,28,2642,4,3,2,91000,6,3,3,8,8,1.0
3,6465,2012,11,1487,3,5,2,99164,6,3,2,7,10,1.0
3,5965,2008,15,2736,4,5,2,107000,6,3,1,8,9,2.0
3,4965,2010,19,1733,4,3,2,99164,6,3,1,12,5,2.0
3,10000,2014,36,1053,4,5,2,87114,6,3,1,4,10,3.0
3,3965,2002,11,1416,3,6,2,99164,6,3,2,8,1,2.0
3,5465,2011,22,2265,4,5,2,99164,6,3,3,4,9,2.0
3,5865,2008,14,948,4,3,2,99164,6,3,1,4,10,2.0
3,0,2015,3,2529,4,5,2,26447,6,3,3,8,9,2.0
3,5865,2003,31,13,4,6,2,124000,6,3,2,7,9,2.0
3,6765,2014,19,1728,4,3,2,93000,6,3,1,4,8,3.0
3,11465,2010,18,3402,4,5,2,99164,6,3,3,8,4,2.0
3,5465,2007,36,848,4,3,2,99164,6,3,1,4,9,2.0
3,7665,2012,11,3258,4,3,2,103000,6,3,1,5,10,2.0
3,4465,2008,15,1302,4,3,2,99164,6,3,1,4,5,3.0
3,6765,2013,15,1302,4,3,2,99164,6,3,1,4,9,2.0
3,6265,2012,7,1946,4,5,2,99164,6,3,1,4,9,1.0
3,5565,2008,8,183,4,5,2,99164,6,3,2,4,10,1.0
3,4965,2010,9,709,4,3,2,99164,6,3,1,4,0,3.0
3,6265,2010,36,1053,4,3,2,99164,6,3,1,4,9,3.0
3,7965,2005,12,3538,4,6,2,99164,6,3,3,8,10,3.0
3,11995,2016,23,2216,4,5,2,51933,6,3,3,4,10,2.0
3,3865,2006,28,2777,4,3,2,99164,6,3,1,4,9,1.0
3,7965,2012,9,1214,4,5,2,99164,6,3,3,8,9,2.0
3,6464,2010,11,506,4,3,2,99164,6,3,1,2,1,3.0
3,11465,2007,11,1487,4,6,2,75000,6,3,3,7,8,1.0
3,7000,2008,15,2736,4,5,2,118352,6,3,3,3,1,1.0
3,0,2010,36,1916,4,5,2,99164,6,3,3,3,9,2.0
3,0,2005,36,2800,4,5,2,99164,6,3,3,3,9,1.0
3,3995,2008,11,1405,3,3,2,165000,6,3,3,8,5,2.0
3,22990,2014,21,2148,4,5,2,123368,6,3,3,4,0,2.0
3,15495,2011,36,3094,4,5,2,127671,6,3,3,7,9,2.0
3,3000,2006,23,335,4,4,2,99164,6,3,3,4,8,2.0
3,18500,2016,21,1363,4,5,2,41204,6,3,1,4,9,1.0
3,13999,2008,7,2929,4,6,0,218603,6,3,3,7,10,2.0
3,0,2005,11,1531,4,5,0,89781,6,3,3,7,0,2.0
3,6995,2014,37,2003,4,3,2,91907,6,3,1,4,8,3.0
3,23495,2011,11,1531,4,5,0,167645,6,3,3,7,10,2.0
3,5990,2008,14,963,4,3,2,89224,6,3,1,4,2,3.0
3,7975,2002,7,2912,3,6,2,189000,6,3,3,7,5,3.0
3,34995,2013,11,1635,4,5,0,122000,6,3,3,4,10,2.0
3,10000,2011,24,2162,4,5,2,115309,6,3,3,8,9,3.0
3,8995,2005,36,3331,3,6,2,172000,6,3,3,7,8,3.0
3,3495,2008,23,157,3,3,2,126000,4,2,1,4,8,1.0
3,6995,2007,21,2667,3,5,2,169770,6,3,3,8,4,3.0
3,15975,2011,16,2555,4,5,2,99164,6,3,3,4,10,2.0
3,6975,2008,16,1415,3,5,2,115234,6,3,3,4,10,2.0
3,10475,2005,11,1616,3,6,0,191217,6,3,3,10,3,1.0
3,0,2013,28,648,4,5,2,47001,6,3,1,4,10,2.0
3,8995,2012,24,788,4,5,2,99568,6,3,3,12,8,2.0
3,12975,2005,11,1629,4,5,0,99164,6,3,3,4,10,3.0
3,19750,2010,11,1566,4,5,2,99164,6,3,3,4,10,3.0
3,1500,2000,36,860,4,5,2,99164,6,3,3,4,10,3.0
3,0,2014,7,3276,3,5,2,52000,4,3,3,8,10,1.0
3,9475,2007,7,3142,4,5,2,99164,6,3,3,4,10,2.0
3,3995,2009,7,1950,3,5,2,177000,6,3,1,4,9,3.0
3,3795,2003,0,2632,3,5,2,99164,6,3,1,4,10,3.0
3,2795,2005,21,1372,4,5,2,226000,6,3,1,4,10,1.0
3,7990,2007,14,1121,4,3,2,118250,6,3,3,8,1,2.0
3,0,2016,22,2263,4,5,2,34598,6,3,3,8,0,1.0
3,18888,2016,19,2368,4,5,2,24116,6,3,1,4,10,3.0
3,0,2011,22,2263,4,5,2,47127,6,3,3,8,10,3.0
3,0,2018,11,2302,4,5,2,3107,6,3,3,13,1,3.0
3,15700,2017,36,848,4,5,2,7384,6,3,1,4,10,3.0
3,0,2014,31,121,4,5,0,10286,6,3,3,7,0,2.0
3,0,2004,28,1487,4,3,2,149000,6,3,2,4,10,3.0
3,7800,2011,37,1895,3,5,2,99164,6,3,3,4,10,2.0
3,3550,2001,7,3062,4,6,2,99164,6,3,3,4,10,3.0
3,3200,2007,9,1181,3,5,2,203000,6,3,2,7,10,2.0
3,9999,2011,36,2800,4,5,2,149877,6,3,1,1,9,1.0
3,7999,2012,37,2003,4,3,2,108630,6,2,1,4,10,2.0
3,4500,2004,11,1419,4,6,2,114600,6,3,3,8,8,3.0
3,8999,2006,36,3322,4,6,2,145886,6,3,3,7,1,3.0
3,4500,2009,11,526,4,3,2,132585,6,2,1,1,7,2.0
3,0,2016,11,1284,4,5,2,19547,6,3,3,8,10,2.0
3,4500,2007,18,1870,3,6,2,176672,6,3,3,8,10,1.0
3,2400,2005,11,3157,4,3,2,162141,6,3,1,4,10,3.0
3,1000,2004,11,3147,3,3,2,99164,6,3,1,4,2,1.0
3,0,2016,11,1284,4,5,2,37765,6,3,3,8,0,1.0
3,0,2016,11,1284,4,5,2,37765,6,3,3,8,0,2.0
3,2499,2008,7,3339,3,5,2,190000,6,3,1,5,10,2.0
3,2795,2005,21,1372,4,5,2,226000,6,3,1,4,10,1.0
3,12995,2013,12,596,4,5,2,113199,6,3,3,8,10,1.0
3,0,2016,31,121,4,5,0,82949,6,3,3,7,10,2.0
3,3500,1998,7,3062,4,6,2,214000,6,3,3,10,1,1.0
3,10000,2014,36,1053,4,5,2,87114,6,3,1,4,10,3.0
3,6477,2012,7,1101,4,5,2,75617,6,3,3,4,1,3.0
3,0,2015,4,329,4,5,2,71172,6,3,3,4,0,1.0
3,7500,2007,4,212,4,5,2,99164,6,3,3,4,10,2.0
3,13500,2014,38,3486,4,5,2,105725,6,3,3,8,1,3.0
3,0,2015,31,242,4,5,0,121364,6,3,3,7,0,2.0
3,13000,2008,11,2302,4,5,2,63431,6,3,3,12,9,1.0
3,7995,2006,11,2567,4,5,2,73733,6,3,2,10,8,1.0
3,8900,2013,22,2261,4,5,2,112284,6,3,3,4,10,1.0
3,20900,2013,11,1515,4,5,2,165568,6,3,3,4,10,1.0
3,0,2014,11,1531,4,5,4,35317,6,3,3,7,10,1.0
3,2400,2008,7,1006,4,3,2,166728,6,3,1,4,9,1.0
3,20000,2016,21,1363,4,5,2,26359,6,3,1,4,0,1.0
3,700,2001,11,3147,3,5,2,99164,6,3,2,3,1,3.0
3,0,2015,11,396,4,5,0,65622,6,3,3,6,10,2.0
3,3750,2002,7,1487,3,5,2,152115,6,3,3,8,4,3.0
3,2200,2006,11,1767,3,5,2,99164,6,3,1,4,4,3.0
3,20995,2010,11,1555,4,5,2,150000,6,3,3,4,10,2.0
3,1500,1998,36,1053,3,3,2,99164,6,3,1,4,9,2.0
3,8695,2007,36,2792,4,6,2,188000,6,3,3,8,10,2.0
3,4295,2003,12,1487,4,6,2,199000,6,3,3,4,10,2.0
3,5995,2007,8,681,4,6,2,182000,6,3,3,8,0,1.0
3,6495,2003,11,2321,4,5,2,20915,6,3,2,12,8,2.0
3,0,2016,11,1515,4,5,0,85026,6,3,3,7,10,2.0
3,1800,2001,14,948,3,3,2,148000,6,3,1,12,1,1.0
3,5990,2009,28,657,4,5,2,118713,6,3,1,4,1,1.0
3,17995,2013,11,1555,4,5,2,104000,6,3,3,4,10,2.0
3,25995,2007,31,242,4,5,0,130000,6,2,3,4,10,1.0
3,6995,2004,11,414,4,6,2,177700,6,2,3,4,10,2.0
3,4295,2001,12,1487,4,6,2,210000,6,3,2,4,10,3.0
3,0,2006,12,1487,4,6,2,160000,6,3,3,4,10,2.0
3,0,2016,24,788,4,5,2,23989,6,3,3,4,9,2.0
3,0,2015,31,13,4,5,2,58867,6,3,3,7,0,2.0
3,13995,2009,18,3402,4,5,2,108247,6,2,3,8,0,1.0
3,0,2017,14,608,4,5,2,52079,6,3,1,4,0,2.0
3,8000,1998,18,3402,3,5,2,148000,6,2,3,4,0,2.0
3,4250,2000,36,704,4,5,2,205440,6,3,1,4,2,2.0
3,5477,2007,6,1129,4,5,2,101565,6,3,3,4,5,2.0
3,0,2016,24,1234,4,5,2,24247,6,3,3,4,10,1.0
3,16750,2012,21,2663,4,5,2,59145,6,3,3,3,10,1.0
3,0,2016,24,1234,4,5,2,19988,6,3,3,4,10,1.0
3,12500,2017,36,1053,4,5,2,26569,6,3,1,4,0,2.0
3,1200,1996,7,774,5,5,2,160000,6,3,3,8,8,2.0
3,0,2016,24,1234,4,5,2,28610,6,3,3,4,2,2.0
3,13000,2016,36,1053,4,5,2,19100,6,3,1,4,10,2.0
3,10995,2007,7,3135,4,6,2,154056,6,3,3,8,10,2.0
3,14400,2012,14,2473,4,5,2,84309,6,3,3,8,10,2.0
3,0,2005,11,1531,4,5,0,89781,6,3,3,7,0,2.0
3,0,2016,5,1330,4,5,2,48671,6,3,1,8,0,3.0
3,0,2012,7,2875,4,6,2,105308,6,3,3,10,10,3.0
3,17188,2017,23,2216,4,5,2,41896,6,3,1,4,1,1.0
3,0,2015,11,1683,4,5,4,75260,6,3,3,2,0,3.0
3,3900,2000,9,1178,4,5,2,165000,6,3,2,10,1,2.0
3,14888,2017,28,2635,4,5,2,46213,6,3,3,4,8,2.0
3,8700,2005,11,1563,5,6,2,128764,6,3,3,10,0,2.0
3,31500,2019,37,686,6,3,2,4578,5,3,1,8,0,2.0
3,4200,2009,9,826,4,3,2,98912,6,3,1,2,0,2.0
3,0,2018,3,578,4,5,2,14297,6,3,3,2,10,2.0
3,3000,1998,4,3560,2,3,2,139487,6,2,3,13,1,2.0
3,0,2013,15,2970,4,5,2,139655,6,3,3,4,0,2.0
3,20995,2013,34,1972,4,3,2,87224,6,2,3,4,0,1.0
3,0,2014,31,242,4,5,0,62139,6,3,3,7,0,2.0
3,2700,2008,11,1687,3,3,2,140000,6,2,1,12,0,1.0
3,12000,2015,7,1348,4,5,2,51455,6,3,1,8,0,1.0
3,16500,2016,19,2368,4,5,2,47434,6,3,3,4,0,1.0
3,1000,2001,37,823,2,3,2,14400,6,2,1,13,10,3.0
3,2500,2005,36,2802,4,5,2,206000,6,3,1,5,9,1.0
3,0,2017,15,603,4,5,2,109242,6,3,3,4,0,3.0
3,19700,2016,6,687,4,5,2,39987,6,3,3,12,0,3.0
3,19700,2016,6,687,4,5,2,39987,6,3,3,12,0,3.0
3,0,2017,15,603,4,5,2,109242,6,3,3,4,0,2.0
3,13995,2013,17,3505,4,5,2,122303,6,3,3,4,10,3.0
3,8295,2010,34,1715,4,3,2,82661,6,2,3,3,9,3.0
3,13000,2011,38,3483,4,5,2,67954,6,3,3,8,10,3.0
3,3997,2006,5,2069,4,5,2,116000,6,3,1,4,10,1.0
3,0,2014,11,1683,4,5,2,55806,6,2,3,2,1,1.0
3,4690,2000,36,851,5,5,2,91201,6,3,1,4,10,3.0
3,3000,2003,11,433,4,6,0,189410,6,3,2,4,11,1.0
3,24388,2016,6,1129,4,5,2,35671,6,3,3,4,1,2.0
3,23988,2019,8,2414,4,5,2,28482,6,3,1,4,10,1.0
3,0,2016,15,2970,4,5,2,17832,6,3,3,4,9,1.0
3,4500,2001,18,1865,3,5,2,99164,6,3,3,8,2,3.0
3,850,1999,11,480,3,5,2,96006,6,3,1,4,10,2.0
3,0,2013,11,1383,4,5,2,70028,6,3,3,8,0,1.0
3,3800,2003,11,3147,4,5,2,99164,6,3,1,4,1,2.0
3,0,2015,31,242,4,5,0,96001,6,2,3,7,10,3.0
3,4200,2005,14,625,4,5,2,111234,6,3,1,4,5,2.0
3,12995,2012,11,1242,4,6,2,98830,6,3,2,6,10,1.0
3,0,2016,11,1515,4,5,0,42998,6,3,3,7,0,3.0
3,12000,2014,11,1664,3,3,2,65000,6,2,1,2,1,3.0
3,2900,2003,36,2496,4,3,3,96598,6,3,2,4,9,3.0
3,7499,2003,11,1612,3,6,0,29300,6,2,3,7,8,1.0
3,16750,2014,14,2473,4,5,2,80303,6,3,3,8,0,3.0
3,11999,2013,11,1435,4,5,2,158683,6,3,3,8,9,3.0
3,7999,2008,6,1374,4,6,2,204372,6,3,3,8,3,2.0
3,6999,2008,0,2231,4,5,2,150422,6,3,3,8,10,1.0
3,0,2017,11,1683,4,5,2,35088,6,2,3,2,1,2.0
3,0,2014,28,648,4,5,2,49471,6,3,1,4,10,3.0
3,0,2010,11,1555,4,6,2,37869,6,3,3,10,2,2.0
3,15200,2017,36,848,4,5,2,13009,6,3,1,4,10,2.0
3,0,2006,11,1602,4,6,0,170920,6,3,3,10,2,3.0
3,0,2013,3,2529,4,5,2,123359,6,3,3,8,1,2.0
3,2800,2006,12,3538,2,6,2,163884,6,3,3,8,5,1.0
3,3100,2004,4,201,4,5,2,130145,6,3,3,4,1,1.0
3,9999,2009,11,1249,4,6,2,126426,6,3,2,1,10,2.0
3,8000,2009,11,1419,4,5,4,145783,6,3,3,8,0,2.0
3,2200,2004,8,2525,4,3,2,97355,6,2,1,3,10,2.0
3,1500,2000,11,2567,2,5,2,99164,6,2,2,7,8,1.0
3,10900,2011,11,2567,4,5,2,173743,6,3,3,4,10,1.0
3,4996,2001,8,2523,4,5,2,76645,6,3,3,4,10,3.0
3,2100,2002,37,2334,4,3,2,141840,6,3,1,2,8,3.0
3,0,2015,31,121,4,5,2,58833,6,3,3,7,10,1.0
3,13000,2008,11,2302,4,5,2,63431,6,3,3,12,9,3.0
3,15995,2012,24,2685,4,6,2,114871,6,3,3,4,0,3.0
3,3995,2012,28,3373,3,3,2,107150,6,3,1,4,10,1.0
3,3995,2013,15,603,3,3,2,125120,6,3,1,2,8,3.0
3,3490,2009,11,1767,3,5,2,143250,6,3,1,4,5,3.0
3,2995,2009,7,2181,3,3,2,118150,6,3,1,4,1,1.0
3,4795,2010,19,1728,3,3,2,48950,6,3,1,4,0,3.0
3,18750,2014,0,2231,4,5,2,71302,6,3,3,8,10,3.0
3,0,2008,16,1792,4,5,2,140895,6,3,3,4,0,2.0
3,2500,2005,15,1309,3,3,2,217000,6,2,1,2,8,1.0
3,12777,2017,28,648,4,3,2,64431,6,3,1,4,10,3.0
3,5477,2012,11,1683,4,3,2,100118,6,3,1,4,10,3.0
3,0,2015,11,1683,4,5,4,75260,6,3,3,2,0,2.0
3,2997,2002,12,2817,3,6,2,227000,6,3,3,7,5,3.0
3,3150,2004,7,3135,3,6,2,207300,6,3,3,8,1,2.0
3,0,2005,11,1531,4,5,0,89781,6,3,3,7,0,2.0
3,0,2009,28,2288,4,5,2,136953,6,3,3,8,10,1.0
3,13998,2017,34,2085,4,5,2,41627,6,3,3,4,10,2.0
3,3900,2007,7,1004,4,3,2,99164,6,3,1,4,0,1.0
3,0,2014,11,1531,4,5,4,35317,6,3,3,7,10,3.0
3,16500,2016,19,2368,4,5,2,47434,6,3,3,4,0,1.0
3,0,2016,5,1323,4,5,2,37680,6,3,1,8,10,1.0
3,8395,2008,21,2680,4,5,2,132450,6,3,3,8,8,1.0
3,10995,2010,21,2670,4,5,2,123000,6,3,3,8,9,2.0
3,13995,2013,0,2599,5,5,2,70250,6,3,3,8,9,3.0
3,5695,2004,21,2666,4,5,2,152400,6,3,3,8,9,2.0
3,4120,2010,11,74,3,5,2,187006,6,3,3,8,0,2.0
3,15450,2014,14,608,4,5,2,45665,6,3,3,12,0,2.0
3,0,2013,15,2970,4,5,2,139655,6,3,3,4,0,2.0
3,19500,2016,24,788,4,5,2,22320,6,3,3,4,10,2.0
3,0,2014,31,242,4,5,0,62139,6,3,3,7,0,1.0
3,22000,2015,11,1419,4,5,2,73000,6,3,3,4,10,2.0
3,5500,2019,11,528,4,5,1,99164,6,3,3,4,10,3.0
3,10000,2014,36,1053,4,5,2,87114,6,3,1,4,10,1.0
3,11990,2008,11,2302,4,5,2,89963,6,2,3,12,9,2.0
3,3499,2003,25,2283,3,6,2,184341,6,3,3,8,1,2.0
3,12250,2013,36,2584,4,5,2,125420,6,3,1,3,9,1.0
3,0,2016,17,3501,4,5,2,30445,6,3,3,4,0,2.0
3,6500,2009,11,1941,4,3,2,92500,6,3,1,4,5,2.0
3,19500,2016,24,788,4,5,2,17429,6,3,3,4,9,2.0
3,0,2015,11,470,4,5,2,21518,6,3,3,4,10,2.0
3,0,2013,4,212,4,5,2,55188,6,3,3,13,9,3.0
3,13995,2016,36,848,5,3,2,47250,6,3,1,4,9,3.0
3,0,2016,24,788,4,5,2,22896,6,3,3,4,0,2.0
3,13995,2014,7,1487,4,5,2,33000,6,3,1,4,10,3.0
3,23750,2014,36,3310,4,5,2,112099,6,3,3,7,10,3.0
3,19000,2016,24,788,4,5,2,27625,6,3,3,4,9,3.0
3,0,2011,31,1487,4,5,2,110579,6,3,3,7,4,1.0
3,19970,2016,11,1284,4,5,2,44899,6,3,1,4,6,3.0
3,2800,2006,8,3235,4,5,2,198000,6,3,1,5,1,3.0
3,2500,2001,34,2376,3,3,2,188500,6,3,2,3,4,2.0
3,3499,1998,34,3336,4,3,2,66000,6,3,3,3,1,1.0
3,3200,2006,28,2777,4,3,2,99164,6,3,3,4,11,2.0
3,0,2016,28,648,4,5,2,75805,6,3,1,4,8,2.0
3,5999,2006,0,2659,4,3,2,166025,6,2,1,1,5,1.0
3,18950,2013,16,2058,4,5,2,54635,6,3,3,3,9,2.0
3,0,2016,36,1916,4,5,2,35795,6,3,3,3,10,3.0
3,8350,2014,18,1023,4,5,2,85829,6,2,1,2,8,2.0
3,8500,2010,4,219,3,5,2,83900,6,2,3,12,9,3.0
3,5977,2008,14,608,4,5,2,135723,6,3,3,12,0,3.0
3,19250,2016,24,788,4,5,2,21004,6,3,3,4,1,1.0
3,4377,2007,4,3452,4,5,2,150714,6,3,3,8,1,1.0
3,12777,2011,11,1423,4,6,4,115946,6,3,3,8,0,3.0
3,15695,2013,4,234,4,5,2,92307,6,3,3,4,9,2.0
3,0,2011,31,121,4,5,0,68015,6,3,3,10,5,2.0
3,0,2016,11,1515,4,5,0,78088,6,3,3,7,10,1.0
3,1000,2004,18,1874,4,5,2,99164,6,3,3,4,10,3.0
3,1000,2004,18,1874,3,6,2,160000,6,3,3,8,0,2.0
3,18700,2016,24,788,4,5,2,24059,6,3,3,4,10,2.0
3,9950,2013,18,1023,4,5,2,66452,6,3,1,2,0,3.0
3,0,2016,11,1284,4,5,2,14543,6,3,3,8,8,3.0
3,14888,2018,36,1053,4,5,2,23858,6,3,1,4,8,2.0
3,5699,2011,28,2635,4,3,2,135665,6,3,3,8,10,2.0
3,9600,2007,12,3535,4,6,3,140902,6,3,3,8,10,3.0
3,0,2011,7,3062,4,5,4,99164,6,3,3,8,10,1.0
3,0,2010,36,1916,4,5,2,99164,6,3,3,3,9,3.0
3,0,2009,12,2817,4,5,2,110921,6,3,3,7,10,1.0
3,18500,2016,24,788,4,5,2,37404,6,3,3,4,0,2.0
3,18490,2017,9,906,4,5,2,59896,6,3,3,4,0,2.0
3,20995,2014,11,1515,4,5,2,102341,6,3,3,7,10,3.0
3,8000,2009,11,1419,4,5,4,145783,6,3,3,8,0,2.0
3,0,2016,11,2302,4,5,2,38659,6,2,3,12,0,1.0
3,12995,2002,21,2758,4,6,2,68115,6,3,2,13,0,2.0
3,15495,2010,11,1487,4,5,2,93538,6,3,3,7,0,1.0
3,32250,2017,14,2473,4,5,2,49541,6,3,3,8,10,2.0
3,27695,2017,7,3062,4,5,2,96953,6,3,1,8,10,1.0
3,4990,2003,3,567,4,5,2,106655,6,3,3,4,0,2.0
3,13000,2008,11,2302,4,5,2,63431,6,3,3,12,9,2.0
3,850,1999,11,480,3,5,2,96006,6,3,1,4,10,2.0
3,1000,2002,23,2521,4,3,2,99164,6,2,3,4,10,3.0
3,0,2012,14,948,4,5,2,102586,6,2,3,12,0,3.0
3,3100,2011,19,3011,4,3,2,142302,6,2,1,8,9,3.0
3,0,2012,16,2555,4,5,2,114929,6,3,1,3,10,1.0
3,2999,2000,33,2953,4,3,2,99749,6,3,1,4,4,2.0
3,4250,2006,18,1020,3,5,2,188056,6,3,3,8,0,3.0
3,2399,2004,33,3392,4,5,2,99164,6,3,3,4,10,2.0
3,0,2015,34,3438,4,5,2,35029,6,3,3,4,1,1.0
3,0,2013,37,2419,4,5,2,75776,6,3,3,4,10,3.0
3,4997,2005,25,1884,5,6,2,65000,6,3,2,4,2,1.0
3,16250,2016,8,183,4,5,2,69266,6,3,3,4,9,3.0
3,2800,2008,8,2773,4,5,2,93549,6,3,1,13,1,3.0
3,0,2015,24,2689,4,5,2,52830,6,3,3,4,0,3.0
3,5865,2012,28,2635,4,3,2,99164,6,3,3,8,10,3.0
3,5565,2007,28,2288,4,5,2,99164,6,3,3,8,0,3.0
3,6865,2009,12,596,4,5,2,99164,6,3,3,8,8,3.0
3,6365,2006,0,2231,4,5,2,99164,6,3,3,8,0,3.0
3,6965,2013,34,1702,4,3,2,99164,6,3,3,8,0,3.0
3,8665,2010,12,596,4,5,2,85000,6,3,3,8,8,2.0
3,8465,2015,28,2642,4,3,2,91000,6,3,3,8,8,3.0
3,6465,2012,11,1487,4,5,2,99164,6,3,2,7,10,3.0
3,5965,2008,15,2736,4,5,2,107000,6,3,1,8,9,2.0
3,4965,2010,19,1733,4,3,2,99164,6,3,1,12,9,3.0
3,29495,2010,21,2159,4,5,2,74232,6,3,3,3,10,2.0
3,9250,2016,11,1683,4,5,4,55612,6,3,3,4,9,3.0
3,4465,2002,11,1416,3,6,2,99164,6,3,2,8,1,3.0
3,5465,2011,22,2265,4,5,2,99164,6,3,3,4,9,2.0
3,5865,2008,14,948,4,3,2,99164,6,3,1,4,10,1.0
3,6765,2013,15,1302,4,3,2,99164,6,3,1,4,9,1.0
3,5865,2003,31,13,4,6,2,99164,6,3,2,7,9,1.0
3,11465,2010,18,3402,4,5,2,99164,6,3,3,8,4,1.0
3,5465,2007,36,848,4,3,2,99164,6,3,1,4,9,3.0
3,7665,2012,11,3258,4,3,2,103000,6,3,1,5,10,3.0
3,4465,2008,15,1302,4,3,2,99164,6,3,1,4,5,1.0
3,6765,2014,19,1728,4,3,2,93000,6,3,1,4,8,2.0
3,6265,2012,7,1946,4,5,2,99164,6,3,1,4,9,1.0
3,5565,2008,8,183,4,5,2,99164,6,3,2,4,10,2.0
3,4965,2010,9,709,4,3,2,99164,6,3,1,4,0,2.0
3,6265,2010,36,1053,4,3,2,99164,6,3,1,4,9,1.0
3,6977,2011,9,2337,4,5,2,103181,6,3,3,8,9,3.0
3,7965,2005,12,3538,4,6,2,99164,6,3,3,8,10,3.0
3,18000,2015,8,183,4,5,2,31470,6,3,3,4,10,3.0
3,3865,2006,28,2777,4,3,2,99164,6,3,1,4,9,1.0
3,8465,2012,9,1214,4,5,2,99164,6,3,3,8,9,3.0
3,6465,2010,11,506,4,3,2,108000,6,3,1,2,1,2.0
3,11465,2007,11,1487,4,6,2,75000,6,3,3,7,8,1.0
3,2500,2007,8,2523,4,5,2,122987,6,3,3,4,10,2.0
3,7000,2015,14,973,4,5,2,42734,4,3,3,4,10,2.0
3,2300,2003,11,1487,4,6,2,183656,6,3,3,4,10,3.0
3,14750,2016,19,2994,4,5,2,75062,6,3,1,3,10,3.0
3,13500,2016,36,1053,4,5,2,14253,6,3,1,4,10,2.0
3,1650,2001,31,244,3,6,2,86568,6,3,2,6,10,2.0
3,0,2005,11,1531,4,5,0,89781,6,3,3,7,0,2.0
3,10000,2014,36,1053,4,5,2,87114,6,3,1,4,10,2.0
3,19350,2014,11,2302,4,5,2,70982,6,2,3,12,8,3.0
3,4600,2005,14,1119,5,3,2,144765,6,3,3,8,5,1.0
3,16500,2016,19,2368,4,5,2,47434,6,3,3,4,0,2.0
3,22795,2017,9,906,4,5,2,39459,6,3,2,4,10,3.0
3,6490,2012,15,1303,4,3,2,101039,6,3,1,4,9,3.0
3,1600,2005,14,2353,4,5,2,207700,6,3,3,4,10,3.0
3,5000,2006,28,2298,5,5,2,138543,6,3,3,4,9,1.0
3,27550,2015,11,2302,4,5,2,16578,6,3,3,13,1,3.0
3,8000,2008,36,1917,5,5,2,149006,6,3,3,8,5,1.0
3,5695,2005,18,1865,4,6,2,124000,6,3,3,8,4,3.0
3,28998,2018,11,1487,4,5,2,99164,6,3,3,4,10,2.0
3,8200,2008,7,1459,5,5,2,112876,6,3,2,6,10,2.0
3,7495,2007,14,974,4,3,2,124000,6,2,1,12,0,2.0
3,6000,2000,23,2246,5,3,2,69875,6,2,3,13,0,1.0
3,5700,2007,3,576,5,5,2,134765,6,3,3,13,5,2.0
3,6999,2013,37,2023,5,3,2,107636,6,3,1,4,10,3.0
3,4500,2003,36,2594,5,3,2,146765,6,3,1,8,0,2.0
3,7500,2005,24,993,5,5,2,86586,6,3,1,13,1,2.0
3,7995,2003,4,3561,4,5,2,42765,6,3,3,13,10,2.0
3,8500,2005,21,1903,5,6,2,168987,6,3,1,8,5,3.0
3,5999,2002,36,2594,5,3,2,85786,6,3,3,8,9,1.0
3,3995,2009,7,1950,3,5,2,177000,6,3,1,4,9,3.0
3,6595,2006,9,2178,4,6,2,117000,6,3,2,3,1,2.0
3,19400,2016,4,320,4,5,2,39392,6,3,3,4,10,1.0
3,0,2016,15,1302,4,5,2,19236,6,3,3,2,10,2.0
3,17995,2014,3,2542,4,5,2,110609,6,3,3,8,1,3.0
3,6900,2004,11,1515,3,6,0,99164,6,3,3,4,4,1.0
3,13777,2014,8,183,4,5,2,44055,6,3,2,4,3,1.0
3,17277,2016,9,1214,4,5,2,89947,6,3,2,8,0,1.0
3,10995,2010,14,2473,4,5,2,126766,6,3,1,8,10,2.0
3,17488,2013,32,3026,4,5,2,93703,6,3,3,4,0,3.0
