region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,paint_color,class
12,13976,2011,36,3094,4,3,2,93157,6,2,2,10,10,3.0
12,5495,2016,27,2408,4,3,2,55149,3,3,1,8,5,2.0
12,8499,2005,37,725,4,3,2,43524,6,3,1,2,10,3.0
12,21999,2004,24,2950,4,6,2,55000,6,3,2,13,0,2.0
6,0,2016,5,1330,4,3,2,36959,6,3,3,8,3,3.0
12,7495,2017,28,2777,4,3,2,70109,6,3,1,4,10,2.0
12,26950,2019,28,673,4,6,2,8871,6,3,3,8,0,3.0
12,6995,2010,7,3273,4,5,2,115266,6,3,3,8,0,1.0
12,7995,2014,36,1053,4,3,2,69260,6,3,1,4,9,2.0
12,2250,2004,36,888,4,3,2,113248,3,3,1,2,9,1.0
12,2800,2006,0,3293,4,3,2,104421,3,3,1,4,9,2.0
12,5495,2015,28,1749,4,3,2,75506,6,3,2,7,10,2.0
12,8995,2019,28,2777,4,3,2,19558,6,3,1,4,1,1.0
12,7995,2019,27,1270,4,3,2,8161,3,3,3,8,10,1.0
12,3250,2017,11,1683,4,3,2,31336,6,3,1,4,5,2.0
12,16476,2004,7,1061,4,6,2,46153,6,3,2,13,10,2.0
12,6800,2004,28,261,4,5,2,21274,3,2,2,13,9,2.0
12,14800,2019,7,1348,4,3,2,10868,6,3,3,8,0,2.0
12,8995,2019,7,1463,4,6,2,7974,3,3,2,6,10,1.0
12,6995,2017,9,906,4,5,2,35370,3,3,3,4,0,1.0
12,13495,2014,11,1487,4,5,2,69614,3,3,3,7,8,2.0
6,0,2016,19,2059,4,5,2,18949,6,3,2,4,10,1.0
12,5995,2018,19,1728,4,3,2,34238,6,3,1,4,2,2.0
12,6995,2017,28,2777,4,3,2,46578,6,3,1,4,8,3.0
12,7995,2019,18,1023,4,3,2,19548,6,3,3,8,0,1.0
12,7995,2019,9,1856,4,5,2,24008,6,3,1,6,5,1.0
12,0,2016,11,1487,4,5,2,10,6,3,3,4,10,2.0
12,7200,2004,21,1365,4,5,2,150523,6,3,1,4,9,3.0
12,0,2016,11,1487,4,5,2,10,6,3,3,4,10,2.0
14,12000,2015,37,2003,5,3,2,65000,6,3,1,4,10,3.0
12,4995,2013,36,2494,4,3,3,116083,3,3,1,2,10,3.0
12,24999,2018,11,3256,4,5,2,9389,6,3,2,6,10,1.0
12,4000,2011,28,650,4,3,2,110000,6,3,1,4,1,3.0
12,16999,2013,34,783,4,3,2,32000,6,3,2,12,5,1.0
12,22999,2017,34,3438,4,3,2,39000,6,2,3,4,10,3.0
12,29999,2012,32,3026,4,6,2,61000,6,3,3,8,0,1.0
12,21999,2014,4,345,4,5,2,76000,6,3,2,4,10,3.0
12,31999,2018,1,2654,4,3,2,22000,6,3,3,8,10,3.0
12,24999,2016,4,274,4,5,2,56000,6,3,2,4,10,3.0
12,16999,2016,7,1008,4,5,2,59000,6,3,3,4,5,2.0
12,21999,2015,4,158,4,3,2,56000,6,3,3,4,1,2.0
12,14999,2005,4,342,4,6,2,43000,6,3,2,13,10,1.0
12,25999,2014,4,3477,4,5,2,49000,6,3,3,8,10,1.0
12,28999,2017,11,2302,4,6,2,5000,6,2,2,12,10,2.0
12,28950,2019,11,1530,4,6,2,2890,4,3,3,10,10,2.0
12,22995,2016,31,13,4,6,2,54252,6,3,2,7,0,1.0
12,10550,2011,28,3200,4,6,2,66328,4,3,3,10,5,3.0
12,30995,2019,11,1284,4,3,2,14649,6,3,3,8,9,2.0
12,34995,2016,11,2367,4,5,2,16161,6,3,3,7,5,2.0
12,12000,2005,31,121,4,5,2,159626,5,3,3,4,10,1.0
12,0,2008,11,546,4,5,2,99164,6,3,1,1,10,1.0
12,14995,2010,11,1894,3,6,2,28656,6,2,2,12,1,1.0
12,10995,2011,12,596,3,5,2,135529,6,3,3,8,3,3.0
12,16975,2013,14,1072,4,3,2,81226,6,3,3,8,10,3.0
12,0,2015,28,651,4,3,2,29475,6,3,1,4,10,2.0
12,13999,2007,24,2956,4,5,2,48130,6,3,2,13,10,3.0
14,21500,2015,12,2818,4,6,2,126520,6,3,1,4,10,3.0
14,3700,2005,23,155,4,3,2,99164,6,3,1,2,9,3.0
14,34495,2012,7,2928,4,6,0,108437,6,3,3,7,0,1.0
14,17500,2018,36,794,5,3,2,33565,6,3,1,8,8,1.0
14,20495,2016,7,1467,4,6,4,33293,6,3,2,1,10,1.0
14,22795,2015,24,3040,4,5,0,216694,6,3,2,1,0,2.0
14,6795,2010,8,3227,4,5,2,123352,6,3,1,1,3,1.0
14,3150,2003,7,3240,4,6,2,99164,6,3,3,8,0,3.0
14,5500,2006,7,2873,4,5,2,99164,6,3,3,4,10,3.0
14,8845,2010,7,2181,4,5,2,61700,6,3,1,4,9,2.0
14,8490,2015,27,2254,4,5,2,51712,6,3,1,2,7,2.0
14,6445,2012,7,2984,4,5,2,99587,6,3,1,4,10,2.0
14,7435,2004,31,13,4,5,2,201312,6,3,2,7,9,3.0
14,5000,2003,36,3310,3,5,2,209000,6,3,2,10,10,3.0
14,10499,2008,33,2946,3,3,2,89869,6,2,2,13,0,2.0
14,23795,2009,7,2909,4,6,0,134031,6,3,3,7,3,2.0
14,9995,2008,12,3397,4,3,0,200000,6,3,2,7,10,2.0
14,26795,2015,7,2907,4,6,4,100616,6,3,3,7,9,3.0
14,29000,2014,11,1487,4,6,2,32000,6,3,3,7,0,2.0
14,7999,2006,11,1279,4,6,2,196000,6,3,1,10,10,1.0
14,27701,2017,24,1831,4,5,2,39106,6,3,3,4,10,2.0
14,21000,2013,36,283,4,5,2,119000,6,3,3,4,10,3.0
14,6500,1999,28,1749,4,3,2,75400,6,3,3,7,9,1.0
14,19000,2010,36,3310,4,6,2,99164,5,3,3,10,0,1.0
14,4500,2004,37,2332,5,3,2,74000,6,3,1,2,11,3.0
14,13500,2004,18,3427,4,5,2,133287,6,3,3,8,3,1.0
14,1600,2004,11,1487,4,5,2,98000,6,3,3,4,10,3.0
14,8995,2013,28,2290,4,5,2,130423,6,3,1,8,0,2.0
14,2400,2002,7,3138,3,6,2,194956,6,3,2,8,0,3.0
14,7295,2007,15,3370,4,5,2,77580,6,3,3,8,0,2.0
14,3495,2006,29,1812,4,5,2,162033,6,3,1,13,5,2.0
14,3500,2009,36,848,4,3,2,191538,6,3,1,4,0,1.0
14,8400,2008,7,3146,4,6,4,176353,4,3,2,8,10,3.0
14,3600,2006,27,2073,4,3,2,133000,6,3,1,4,10,2.0
14,4200,2006,14,2355,3,5,2,129046,4,3,1,3,9,3.0
14,18795,2015,36,704,4,5,2,30680,6,3,1,4,3,3.0
14,17595,2010,11,1584,4,6,4,135536,6,3,3,7,0,3.0
14,3200,2000,36,1487,4,5,2,99164,6,3,3,4,0,3.0
14,4200,2007,11,1683,4,5,2,99164,6,3,3,4,0,1.0
14,3200,2008,23,335,3,5,2,99164,6,3,3,4,9,2.0
14,22500,2016,11,1299,5,3,2,46850,6,3,3,8,5,3.0
14,8300,2013,11,1398,4,3,2,116500,6,3,1,4,1,3.0
14,1700,1999,36,1053,3,3,2,135000,6,3,1,4,9,2.0
14,19495,2014,7,828,4,6,2,78954,6,3,2,1,10,2.0
14,18295,2016,34,3438,4,3,2,50824,3,2,3,4,10,3.0
14,22995,2018,28,1749,5,5,2,99164,6,3,3,10,8,3.0
14,12495,2015,37,1843,4,3,0,75915,6,3,1,1,10,2.0
14,21500,2008,12,2843,4,6,0,224878,6,3,3,10,0,2.0
14,16900,2017,36,2584,5,3,2,51300,6,3,1,8,10,3.0
14,27400,2017,24,1829,4,5,2,12340,6,3,3,4,10,3.0
14,12000,2012,11,1487,4,6,2,151000,6,3,3,10,9,3.0
14,1500,1998,11,388,2,5,2,187000,6,3,2,7,10,2.0
14,1800,2004,28,3515,3,5,2,99164,6,3,3,8,9,2.0
14,10795,2014,37,2419,4,3,0,79187,6,3,1,4,9,3.0
14,16695,2008,36,1675,4,5,2,163658,6,3,3,8,11,1.0
14,9000,2007,7,3135,3,6,2,165000,6,3,2,8,3,2.0
14,11000,2001,17,3510,4,5,2,78000,6,3,2,13,10,3.0
14,9999,2012,37,1843,4,3,0,69502,6,2,1,1,1,3.0
14,6495,2008,18,2112,4,5,2,130535,6,3,3,8,0,2.0
14,9995,2013,37,2419,4,3,0,85111,6,3,1,4,3,2.0
14,12795,2012,37,3219,4,5,0,140776,6,3,3,8,3,2.0
14,9795,2014,37,725,4,3,0,106696,6,3,1,1,1,2.0
14,11495,2013,10,312,4,3,2,26473,6,2,1,1,3,3.0
14,17495,2012,31,40,4,6,2,82882,6,3,3,7,0,1.0
14,22495,2016,4,3449,4,3,2,54489,6,3,3,8,10,2.0
14,9995,2012,19,2368,4,3,2,101172,6,3,1,4,9,3.0
14,4250,2004,11,1419,4,6,2,203972,6,3,3,8,9,1.0
14,16995,2015,38,3483,4,3,2,69699,6,3,1,8,3,1.0
14,7995,2004,18,3402,4,5,2,132920,6,2,3,8,8,3.0
14,29795,2016,36,283,4,5,2,57645,6,3,3,8,8,2.0
14,22795,2015,36,1916,4,5,2,54322,6,3,3,8,1,1.0
14,20495,2018,14,948,4,3,2,17082,6,3,1,1,5,2.0
14,27795,2015,24,1824,4,5,2,63380,6,3,3,8,10,2.0
14,6495,2013,15,603,4,3,2,111060,6,3,1,4,1,1.0
14,12795,2014,11,1767,4,3,2,66747,6,3,1,4,10,3.0
14,10795,2012,3,583,4,3,2,96293,6,3,1,4,9,3.0
14,24595,2008,31,253,4,5,0,139400,6,3,3,7,10,1.0
14,15495,2015,11,1658,4,3,2,27730,6,2,1,1,8,2.0
14,17495,2015,14,2350,4,5,2,62751,6,3,1,1,9,1.0
14,14495,2012,18,1865,4,5,4,103117,6,3,3,8,3,2.0
14,18795,2014,12,596,4,5,2,85961,6,3,3,8,10,1.0
14,9995,2012,18,2112,4,5,2,106169,6,3,3,8,9,1.0
14,8995,2012,36,2508,4,3,3,166594,6,3,1,3,9,1.0
14,12145,2017,28,2777,4,3,2,30853,6,3,1,4,9,2.0
14,7995,2009,34,2376,4,3,2,134561,6,3,3,3,10,3.0
14,32475,2015,36,3317,4,6,4,61774,6,3,3,7,8,3.0
14,10595,2016,15,1302,4,3,2,59645,6,3,1,4,10,2.0
14,10295,2013,36,848,4,3,3,154852,6,3,1,4,10,2.0
14,23995,2015,18,3402,4,5,2,64438,6,3,3,8,9,3.0
14,13795,2017,28,648,4,3,2,64377,6,3,1,4,9,2.0
14,20945,2017,28,2207,4,5,2,31034,6,3,1,4,9,2.0
14,22795,2016,21,1988,4,3,2,27737,6,3,2,4,9,2.0
14,12000,2016,11,2336,5,3,2,87000,6,3,1,1,0,3.0
14,2895,2003,8,1032,4,5,2,99164,6,3,1,4,9,3.0
14,7900,2005,21,2665,4,5,2,130940,6,3,1,8,10,2.0
14,8600,2008,21,1989,4,5,2,131000,6,3,2,4,10,2.0
14,5900,2006,31,24,4,6,2,148000,6,3,2,10,10,2.0
14,8000,2013,7,2990,5,3,2,89000,6,3,1,4,5,2.0
14,5200,2004,9,1215,4,6,2,127465,6,3,3,8,0,2.0
14,9600,2006,31,121,4,6,2,97205,6,3,2,10,10,1.0
14,14255,2014,26,1043,4,3,2,34265,6,3,1,13,10,2.0
14,14995,2015,36,2494,5,3,3,43125,6,3,1,4,10,3.0
14,24800,2011,31,132,4,5,2,150505,6,3,3,10,10,2.0
14,14255,2008,31,144,4,6,2,77235,6,3,2,10,10,1.0
14,0,2013,11,440,4,5,0,99164,6,2,3,4,10,2.0
14,31000,2016,11,2314,4,6,2,34000,6,3,2,12,8,2.0
14,21900,2018,14,948,4,3,2,99164,6,2,1,12,10,3.0
14,5995,2013,28,2449,4,5,2,99164,6,3,3,8,0,3.0
14,1500,1998,11,2302,3,6,2,99164,6,3,2,4,10,2.0
14,3999,2007,11,3159,4,5,2,98430,6,3,1,4,9,1.0
14,22500,2014,18,3427,4,5,2,65000,6,2,3,1,5,2.0
14,5000,2001,7,2917,4,6,2,99164,6,3,3,7,5,2.0
14,15350,2017,28,648,5,3,2,40000,6,3,1,4,5,3.0
14,8300,2011,11,2302,4,5,2,109050,6,3,2,12,8,2.0
14,23900,2013,4,3477,4,6,2,99164,6,2,3,8,5,3.0
14,2000,1998,12,3063,2,6,2,214048,6,3,3,8,10,2.0
14,18995,2008,11,1614,4,6,0,170909,6,3,3,7,10,1.0
14,18495,2007,7,2907,4,6,0,148411,6,3,3,7,2,3.0
14,10295,2015,8,84,4,3,2,65731,6,3,1,4,10,1.0
14,18995,2017,0,1944,4,3,2,39238,6,3,1,4,10,3.0
14,25795,2011,12,2844,4,6,0,190330,6,3,3,7,10,2.0
14,24495,2016,14,2473,4,5,2,75186,6,3,3,8,1,3.0
14,10795,2008,34,1955,4,3,2,119433,6,2,3,3,10,2.0
14,18795,2016,9,893,4,5,2,47639,6,3,2,1,0,2.0
14,15000,2008,11,3079,3,6,0,140500,6,3,2,10,10,3.0
14,12795,2015,14,1072,4,3,2,51197,3,3,3,8,0,3.0
14,26795,2016,4,3463,4,5,2,83459,6,3,3,8,3,2.0
14,22795,2018,9,906,4,5,2,38446,6,3,2,4,5,2.0
14,17495,2015,6,687,4,3,2,48201,6,3,2,4,10,3.0
14,5000,2010,14,1071,4,3,2,173000,6,3,1,4,5,3.0
14,3000,2005,38,3349,3,4,2,99164,6,3,1,4,1,1.0
14,4895,2010,37,2003,4,4,2,127863,6,3,1,4,10,1.0
14,8495,1997,4,3557,4,3,2,79420,6,2,2,13,0,3.0
14,9795,2009,4,1,4,5,2,71843,6,3,2,1,10,2.0
14,21795,2016,4,158,4,3,2,41859,6,3,2,4,10,3.0
14,20795,2016,0,3212,4,5,2,42866,6,3,1,4,5,1.0
14,11700,2014,23,1158,4,5,2,37665,6,3,3,4,10,3.0
14,7750,2005,12,3549,4,6,2,200960,6,3,3,8,10,3.0
14,9500,1997,18,3402,4,3,2,34500,6,2,3,4,10,3.0
14,9995,2012,14,948,5,3,4,8257,6,3,1,4,10,2.0
14,4895,2005,11,1740,3,5,2,66011,6,3,1,6,8,3.0
14,12495,2007,7,2874,4,6,4,146706,6,3,3,7,10,2.0
14,6995,2009,7,1008,3,4,2,53577,6,3,2,10,10,2.0
14,3300,2002,11,1419,4,6,2,191400,6,3,3,8,9,2.0
14,6250,2005,38,3493,4,4,2,127365,6,3,3,8,0,1.0
14,14900,2012,7,1797,4,6,2,99164,6,3,2,1,10,2.0
14,3700,1999,3,583,4,5,2,131850,6,3,3,2,8,1.0
14,9500,1999,7,1797,4,6,2,157400,6,3,2,1,10,1.0
14,2999,1997,11,1487,3,5,2,100200,6,2,2,7,1,2.0
14,7500,2002,11,1531,3,6,2,128000,6,3,2,10,10,2.0
14,3200,2005,12,3548,3,6,2,214000,6,3,1,4,10,2.0
14,8800,2007,12,3535,3,6,2,175000,6,3,3,8,10,2.0
14,9000,2005,7,2873,3,6,2,171000,6,3,3,10,5,2.0
14,9495,2008,16,1785,4,5,2,89923,6,3,2,4,10,2.0
14,14255,2008,31,121,5,6,2,97205,6,3,2,10,10,2.0
14,6795,2014,10,312,4,3,2,76736,6,3,1,1,0,2.0
14,8795,2013,7,2181,4,3,2,115059,6,3,1,4,10,3.0
14,20495,2017,23,1151,4,3,2,24577,6,3,1,8,10,2.0
14,8795,2010,36,3116,4,3,2,123220,6,3,3,7,10,2.0
14,19795,2016,14,1072,4,3,2,33239,6,3,3,8,2,2.0
14,24495,2016,24,1234,4,5,2,25113,6,3,2,4,9,3.0
14,7895,2015,10,312,4,3,2,67804,6,3,1,1,0,1.0
14,5800,1997,7,941,4,6,2,141000,6,3,3,10,10,3.0
14,17395,2012,31,40,4,6,2,85741,6,3,3,7,0,2.0
14,8995,2018,28,3373,4,5,2,48914,6,3,1,4,10,3.0
14,18495,2018,19,2774,4,5,2,43043,6,3,1,4,10,3.0
14,20995,2016,34,2376,4,5,2,35359,6,3,3,8,10,3.0
14,11500,2017,7,2181,4,5,2,30117,6,3,1,4,10,3.0
14,13500,2010,9,893,4,5,2,88892,6,3,2,12,10,3.0
6,0,2017,11,1383,4,5,2,99164,6,3,3,4,10,1.0
14,4795,2005,14,2350,4,5,2,220287,6,3,1,1,3,1.0
14,34495,2012,7,2928,4,6,0,108437,6,3,3,7,0,1.0
14,6500,2011,15,1302,4,3,2,106736,6,3,1,4,10,2.0
14,3600,2007,8,2414,4,5,2,138000,6,3,2,8,1,2.0
14,6795,2010,8,3227,4,5,2,123352,6,3,1,1,3,1.0
14,22488,2015,7,842,5,6,2,71624,6,3,2,4,10,2.0
14,23000,2017,11,479,4,3,2,8500,6,3,1,4,8,2.0
14,8895,2011,7,1475,4,5,4,54768,6,3,3,6,10,1.0
14,8000,2004,11,365,4,5,2,63000,6,3,2,13,9,3.0
14,23500,2016,11,2302,4,3,2,5400,6,3,3,12,8,2.0
14,11480,2018,11,1662,5,3,2,36286,6,3,1,2,10,3.0
14,4567,2007,36,1053,4,3,2,148868,6,3,1,4,10,3.0
14,8900,2011,7,3139,3,6,2,156000,6,3,3,4,10,2.0
14,16500,2012,27,2075,4,3,2,111136,6,3,3,4,9,2.0
14,6995,2015,11,1658,4,3,2,40556,6,3,1,2,9,2.0
14,5995,2013,11,1660,4,3,2,42565,4,3,1,2,9,3.0
14,5995,2007,7,2875,4,6,2,196380,6,3,3,10,5,2.0
14,6495,2005,28,1762,4,5,2,161627,6,3,2,8,0,2.0
14,4200,2011,11,1383,4,3,2,160772,6,3,1,8,10,3.0
14,3000,2006,19,2994,4,5,2,113819,6,3,2,8,9,3.0
14,2777,1998,22,1033,4,6,2,131337,6,3,1,4,3,3.0
14,3750,2000,9,1177,4,6,2,137000,6,3,2,10,0,1.0
14,3995,2002,11,2567,4,3,2,95559,6,3,2,10,10,1.0
14,5995,2011,7,2182,4,3,2,111303,6,3,1,4,10,2.0
14,3995,2008,15,2970,4,3,2,151818,6,3,1,4,5,2.0
14,5295,2009,11,1775,4,5,2,93435,6,3,1,4,10,3.0
14,2995,2000,7,846,4,5,2,186296,6,3,2,12,10,2.0
14,9995,2016,18,2459,4,3,2,99164,6,1,1,8,10,2.0
14,24900,2008,11,3079,4,6,0,99164,6,3,3,7,10,2.0
14,32900,2011,31,121,4,5,0,99164,6,3,3,7,10,1.0
14,24900,2007,31,242,4,5,0,99164,6,3,3,7,8,2.0
14,24900,2013,11,500,4,5,2,99164,6,3,2,4,0,3.0
14,23900,2015,22,2329,4,5,2,99164,6,3,3,8,0,3.0
14,12900,2008,31,13,4,6,2,99164,6,3,2,7,9,1.0
14,1100,1997,22,1487,3,6,2,149340,6,3,2,4,0,1.0
14,32900,2014,11,1487,4,6,2,99164,6,3,3,7,1,1.0
14,2450,2002,23,718,3,3,2,160000,6,3,2,10,10,2.0
14,26000,2004,11,408,3,5,0,69460,6,3,3,10,10,2.0
14,9895,2008,7,2916,3,6,2,205805,6,3,3,10,10,3.0
14,13895,2005,7,2916,4,6,0,97347,6,3,2,10,10,1.0
14,10795,2008,11,1487,3,6,2,93759,6,3,3,10,10,2.0
14,13500,2010,9,893,4,5,2,88892,6,3,2,12,10,1.0
14,16000,2001,11,1645,4,6,0,36000,6,2,3,4,10,3.0
14,8895,2007,11,1555,3,6,2,123283,6,3,3,10,10,2.0
14,7995,2011,14,948,3,3,4,28033,6,3,1,4,10,2.0
14,9995,2011,7,3135,3,6,2,171089,6,3,3,8,10,3.0
14,18495,2009,7,2902,3,6,0,73268,6,3,2,10,10,2.0
14,9495,2008,7,2916,3,6,2,205805,6,3,3,10,10,3.0
14,7295,2009,7,1008,3,4,2,53577,6,3,2,10,10,1.0
14,19999,2011,18,3402,4,5,2,99164,6,3,3,4,10,2.0
14,8795,2013,19,2368,4,3,3,110842,6,3,1,4,9,2.0
14,15000,2017,11,2306,3,3,2,71000,6,3,2,13,0,2.0
14,15695,2016,3,552,4,5,2,31863,6,3,1,4,10,1.0
14,20995,2016,34,2376,4,5,2,35359,6,3,3,8,10,2.0
14,8995,2018,28,3373,4,5,2,48914,6,3,1,4,10,3.0
14,14500,2018,15,2970,4,5,2,12803,6,3,1,4,10,1.0
14,11500,2017,7,2181,4,5,2,30117,6,3,1,4,10,2.0
14,18495,2018,19,2774,4,5,2,43043,6,3,1,4,10,2.0
14,12500,2017,11,1767,4,5,2,34814,6,3,1,4,10,3.0
14,11500,2008,7,694,4,6,2,136000,6,3,2,10,0,3.0
14,19900,2016,9,906,4,6,2,99164,6,3,2,4,5,3.0
14,13900,2005,7,1061,4,6,2,99164,6,3,2,12,1,1.0
14,34900,2014,12,2846,4,6,0,99164,6,3,3,7,10,3.0
14,19900,2014,4,338,4,6,2,99164,6,3,2,4,10,1.0
14,11900,2010,11,1419,4,6,2,99164,6,3,3,8,0,3.0
14,23900,2011,11,3077,4,6,0,99164,6,3,3,7,10,2.0
14,31900,2015,11,3078,4,6,2,99164,6,3,3,7,10,3.0
14,22900,2015,11,2302,4,6,2,99164,6,3,2,12,5,1.0
14,34900,2016,21,1901,4,6,2,99164,6,3,3,8,5,2.0
14,8900,2012,14,621,3,5,2,99164,6,3,3,12,0,2.0
14,0,2015,28,3380,4,3,2,68100,6,3,1,2,1,3.0
14,17900,2014,11,1292,4,5,2,102000,5,3,1,8,8,3.0
14,18295,2016,34,3438,4,3,2,50824,3,2,3,4,10,3.0
14,8795,2012,37,2419,4,3,0,94921,6,3,1,4,1,3.0
14,10795,2014,37,2419,4,3,0,79187,6,3,1,4,9,2.0
14,3200,2005,11,550,3,5,4,99164,4,3,3,8,10,1.0
14,19495,2014,7,828,4,6,2,78954,6,3,2,1,10,2.0
14,16695,2008,36,1675,4,5,2,163658,6,3,3,8,11,3.0
14,6795,2010,37,2419,4,3,2,74569,6,3,1,4,3,3.0
14,14795,2008,21,1900,4,6,2,164666,6,3,3,8,10,2.0
14,23295,2013,21,1888,4,5,2,63842,6,3,2,4,9,3.0
14,12495,2015,8,3227,4,5,2,87450,6,3,1,1,3,3.0
14,12495,2015,37,1843,4,3,0,75915,6,3,1,1,10,2.0
14,9999,2012,37,1843,4,3,0,69502,6,2,1,1,1,3.0
14,34488,2016,7,2897,4,5,2,51021,6,3,3,4,0,3.0
14,6199,2006,24,755,4,5,2,90478,6,3,3,4,0,2.0
14,13750,2004,31,13,4,6,2,71000,6,3,2,7,11,1.0
14,26000,2015,28,2344,4,5,2,83000,6,3,3,4,10,3.0
14,12798,2017,7,2182,4,5,2,44890,6,3,1,4,0,3.0
14,34900,2014,12,2846,4,6,0,99164,6,3,3,7,10,2.0
14,27000,2015,36,3314,4,6,2,80000,6,3,3,10,10,1.0
14,24595,2008,31,253,4,5,0,139400,6,3,3,7,10,2.0
14,7995,2005,11,1487,4,6,2,151000,6,3,3,10,10,1.0
14,9650,2009,24,754,4,5,2,90000,6,3,2,4,1,3.0
14,4250,2004,11,1419,4,6,2,203972,6,3,3,8,9,3.0
14,15400,2009,11,1495,4,6,2,132000,6,3,3,7,10,2.0
14,10800,2013,0,3293,4,3,2,80300,6,3,1,4,0,1.0
14,5900,2010,26,1043,4,3,2,117000,6,3,1,13,10,2.0
14,14495,2012,18,1865,4,5,4,103117,6,3,3,8,3,2.0
14,27900,2014,4,3477,4,5,2,99164,6,3,3,8,0,1.0
14,11900,2010,11,1419,4,6,2,99164,6,3,3,8,0,1.0
14,23900,2011,11,3077,4,6,0,99164,6,3,3,7,10,1.0
14,31900,2015,11,3078,4,6,2,99164,6,3,3,7,10,1.0
14,21900,2014,31,121,4,6,2,99164,6,2,3,7,10,3.0
14,25900,2016,31,13,4,6,2,99164,6,3,3,7,1,3.0
14,17900,2008,36,3094,4,5,2,99164,6,3,3,7,8,1.0
14,19900,2015,11,1435,4,5,2,99164,6,3,1,8,10,2.0
14,29900,2012,31,242,4,5,0,99164,6,3,3,7,0,3.0
14,29900,2016,24,1833,4,5,2,99164,6,3,3,8,10,2.0
14,24900,2013,6,1377,4,6,2,99164,6,3,3,8,0,1.0
